countryName,year1,year2,year3,year4,year5,year6,year7,year8,year9,year10,year11,year12,year13,year14,year15,year16,year17,year18,year19,year20,year21,year22,year23,year24,year25,year26,year27,year28,year29,year30
Canada,69.05,70.32,71.35,72.15,73.01,74.31,75.86,76.83,77.75,78.58,79.69,80.76,81.79,82.22,82.96,83.72,84.42,85.04,85.63,86.2,86.75,87.3,87.84,88.39,88.92,89.46,90,90.53,91.06,91.6
United States of America,68.71,69.66,70.11,70.36,71.43,73.25,74.37,74.89,75.65,76.47,77.18,78.19,78.94,78.81,79.11,79.83,80.96,81.7,82.41,83.11,83.76,84.37,84.94,85.5,86.03,86.54,87.05,87.56,88.07,88.58
